id,date,user,department,software,seats,amount
4526,2022-05-14 22:11:41 +0530,Denise,HR,Slack,4,40
4527,2022-12-10 21:46:00 +0530,Denise,HR,Apple,1,20
4528,2022-11-13 02:06:42 +0530,Sheldon Cooper,Tech,Zapier,3,12
4529,2022-10-12 07:42:53 +0530,Dr. Beverly Hofstadter,Sales,Discord,3,3
4530,2023-04-10 01:26:38 +0530,Amy Farrah Fowler,Tech,Zoho Crm,4,72
4531,2022-09-02 11:59:02 +0530,Leslie Winkle,Tech,Discord,3,3
4532,2023-02-22 19:17:55 +0530,Wil Wheaton,Marketting,Outplay,3,36
4533,2022-05-31 01:22:35 +0530,Amy Farrah Fowler,Tech,Apple,4,80
4534,2022-10-21 05:34:32 +0530,Priya Koothrappali,Sales,Discord,4,4
4535,2022-05-15 06:20:37 +0530,Amy Farrah Fowler,Tech,Circleci,5,45
4536,2023-03-01 14:37:59 +0530,Dr. V.M. Koothrappali,Marketting,Discord,2,2
4537,2022-08-04 21:57:01 +0530,Barry Kripke,Customer Success,Discord,5,5
4538,2022-05-11 21:28:33 +0530,Wil Wheaton,Marketting,Height,2,6
4539,2022-10-19 10:21:17 +0530,Amy Farrah Fowler,Tech,Outplay,1,12
4540,2023-02-02 20:52:01 +0530,Bert Kibbler,Customer Success,Appolo,3,51
4541,2023-01-18 00:29:26 +0530,Bert Kibbler,Customer Success,Figma,4,56
4542,2023-03-02 05:58:05 +0530,Rostenkowski,Tech,Fullstory,1,11
4543,2022-09-30 14:05:49 +0530,Leonard Hofstadter,Tech,Apple,3,60
4544,2022-08-08 00:57:58 +0530,Rostenkowski,Tech,Outplay,4,48
4545,2022-12-10 12:15:46 +0530,Dr. V.M. Koothrappali,Marketting,Fullstory,3,33
4546,2022-08-03 05:07:06 +0530,Barry Kripke,Customer Success,Outplay,2,24
4547,2023-02-02 18:52:03 +0530,Denise,HR,Notion,4,28
4548,2022-08-01 02:26:00 +0530,Emily Sweeney,HR,Discord,4,4
4549,2022-06-05 06:30:24 +0530,Leonard Hofstadter,Tech,Notion,3,21
4550,2023-03-13 03:54:06 +0530,Dr. V.M. Koothrappali,Marketting,Apple,1,20
4551,2022-07-09 11:05:18 +0530,Denise,HR,Figma,4,56
4552,2022-08-10 21:46:54 +0530,Barry Kripke,Customer Success,Fullstory,2,22
4553,2022-06-28 14:28:57 +0530,Bert Kibbler,Customer Success,Notion,2,14
4554,2022-06-02 17:15:43 +0530,Dr. V.M. Koothrappali,Marketting,Github,2,8
4555,2022-07-16 08:23:02 +0530,Leslie Winkle,Tech,Appolo,4,68
4556,2022-09-17 16:01:57 +0530,Rostenkowski,Tech,Discord,1,1
4557,2022-11-25 01:41:21 +0530,Wil Wheaton,Marketting,Github,4,16
4558,2022-07-13 13:12:31 +0530,Priya Koothrappali,Sales,Zoho Crm,3,54
4559,2022-08-22 20:54:53 +0530,Priya Koothrappali,Sales,Zapier,3,12
4560,2023-01-08 02:34:18 +0530,Priya Koothrappali,Sales,Slack,2,20
4561,2022-06-25 16:19:10 +0530,Dr. V.M. Koothrappali,Marketting,Google,5,10
4562,2023-01-15 11:49:38 +0530,Dr. V.M. Koothrappali,Marketting,Height,5,15
4563,2022-05-18 09:15:36 +0530,Denise,HR,Notion,2,14
4564,2022-11-17 00:04:30 +0530,Denise,HR,Appolo,3,51
4565,2023-01-25 09:44:58 +0530,Wil Wheaton,Marketting,Zoho Crm,4,72
4566,2022-07-06 05:32:16 +0530,Barry Kripke,Customer Success,Github,2,8
4567,2023-04-25 19:34:44 +0530,Leonard Hofstadter,Tech,Appolo,3,51
4568,2023-03-26 20:05:31 +0530,Emily Sweeney,HR,Outplay,5,60
4569,2022-10-11 02:18:23 +0530,Denise,HR,Slack,2,20
4570,2022-10-28 20:28:54 +0530,Denise,HR,Outplay,3,36
4571,2023-01-02 09:10:13 +0530,Sheldon Cooper,Tech,Google,2,4
4572,2022-10-03 07:47:20 +0530,Wil Wheaton,Marketting,Outplay,4,48
4573,2022-06-14 03:08:22 +0530,Dr. V.M. Koothrappali,Marketting,Outplay,3,36
4574,2022-08-31 20:41:11 +0530,Denise,HR,Outplay,1,12
4575,2023-02-27 21:59:13 +0530,Wil Wheaton,Marketting,Notion,4,28
4576,2023-02-23 17:17:18 +0530,Wil Wheaton,Marketting,Slack,3,30
4577,2022-12-22 11:18:43 +0530,Dr. V.M. Koothrappali,Marketting,Zoho Crm,3,54
4578,2022-07-12 16:31:18 +0530,Leonard Hofstadter,Tech,Circleci,3,27
4579,2023-04-18 02:50:07 +0530,Dr. Beverly Hofstadter,Sales,Zapier,2,8
4580,2023-05-03 03:21:10 +0530,Sheldon Cooper,Tech,Notion,3,21
4581,2023-04-08 15:01:11 +0530,Bert Kibbler,Customer Success,Zapier,4,16
4582,2023-02-20 17:40:56 +0530,Amy Farrah Fowler,Tech,Teams,1,5
4583,2023-01-05 19:39:15 +0530,Dr. V.M. Koothrappali,Marketting,Discord,2,2
4584,2022-11-05 10:51:34 +0530,Leonard Hofstadter,Tech,Discord,1,1
4585,2023-02-18 03:09:56 +0530,Barry Kripke,Customer Success,Google,1,2
4586,2022-10-14 05:51:54 +0530,Sheldon Cooper,Tech,Slack,5,50
4587,2022-11-08 20:48:15 +0530,Rostenkowski,Tech,Sentry,4,20
4588,2023-04-22 08:37:16 +0530,Denise,HR,Github,3,12
4589,2022-11-25 00:17:10 +0530,Emily Sweeney,HR,Teams,2,10
4590,2023-01-25 20:26:15 +0530,Dr. Beverly Hofstadter,Sales,Height,2,6
4591,2022-10-30 08:52:23 +0530,Rostenkowski,Tech,Slack,5,50
4592,2023-01-05 12:56:40 +0530,Dr. Beverly Hofstadter,Sales,Apple,3,60
4593,2022-11-11 04:45:38 +0530,Leslie Winkle,Tech,Height,4,12
4594,2023-03-01 20:40:06 +0530,Wil Wheaton,Marketting,Apple,2,40
4595,2022-09-04 18:42:53 +0530,Bert Kibbler,Customer Success,Zapier,2,8
4596,2023-02-27 06:53:33 +0530,Dr. Beverly Hofstadter,Sales,Height,4,12
4597,2022-07-12 12:34:57 +0530,Priya Koothrappali,Sales,Figma,5,70
4598,2023-01-31 22:08:35 +0530,Barry Kripke,Customer Success,Slack,4,40
4599,2023-02-15 04:46:41 +0530,Dr. Beverly Hofstadter,Sales,Teams,1,5
4600,2022-10-03 19:27:42 +0530,Dr. Beverly Hofstadter,Sales,Appolo,3,51
4601,2023-03-03 06:31:45 +0530,Sheldon Cooper,Tech,Appolo,5,85
4602,2023-05-02 16:28:01 +0530,Dr. Beverly Hofstadter,Sales,Appolo,3,51
4603,2022-07-22 18:21:33 +0530,Emily Sweeney,HR,Google,5,10
4604,2022-07-29 03:02:35 +0530,Bert Kibbler,Customer Success,Fullstory,1,11
4605,2023-04-14 15:41:17 +0530,Emily Sweeney,HR,Github,5,20
4606,2022-08-31 07:48:36 +0530,Leslie Winkle,Tech,Notion,2,14
4607,2022-11-10 01:53:48 +0530,Rostenkowski,Tech,Appolo,2,34
4608,2023-03-14 06:52:42 +0530,Emily Sweeney,HR,Height,3,9
4609,2023-04-12 13:45:45 +0530,Priya Koothrappali,Sales,Fullstory,1,11
4610,2022-06-08 10:36:14 +0530,Wil Wheaton,Marketting,Slack,1,10
4611,2022-10-11 02:28:21 +0530,Wil Wheaton,Marketting,Slack,5,50
4612,2022-11-21 19:28:22 +0530,Dr. V.M. Koothrappali,Marketting,Zoho Crm,2,36
4613,2022-11-09 01:27:18 +0530,Wil Wheaton,Marketting,Appolo,3,51
4614,2022-07-05 18:18:48 +0530,Priya Koothrappali,Sales,Apple,5,100
4615,2022-08-28 07:53:04 +0530,Dr. Beverly Hofstadter,Sales,Apple,4,80
4616,2022-09-30 00:18:25 +0530,Denise,HR,Fullstory,2,22
4617,2022-10-02 14:18:38 +0530,Sheldon Cooper,Tech,Height,2,6
4618,2023-02-11 10:07:32 +0530,Leslie Winkle,Tech,Figma,2,28
4619,2023-02-24 21:01:26 +0530,Amy Farrah Fowler,Tech,Fullstory,1,11
4620,2022-11-08 05:43:48 +0530,Denise,HR,Figma,4,56
4621,2022-09-06 12:34:47 +0530,Wil Wheaton,Marketting,Github,4,16
4622,2022-10-23 12:41:49 +0530,Barry Kripke,Customer Success,Slack,2,20
4623,2022-09-02 11:08:36 +0530,Leonard Hofstadter,Tech,Github,5,20
4624,2022-09-02 12:27:17 +0530,Bert Kibbler,Customer Success,Apple,1,20
4625,2022-12-05 02:37:38 +0530,Sheldon Cooper,Tech,Google,2,4
4626,2022-11-27 07:06:26 +0530,Amy Farrah Fowler,Tech,Slack,5,50
4627,2023-05-08 15:16:06 +0530,Priya Koothrappali,Sales,Fullstory,2,22
4628,2023-01-05 06:51:33 +0530,Dr. Beverly Hofstadter,Sales,Teams,1,5
4629,2022-11-08 18:33:50 +0530,Sheldon Cooper,Tech,Slack,3,30
4630,2022-07-31 11:32:03 +0530,Wil Wheaton,Marketting,Circleci,3,27
4631,2022-05-29 15:39:56 +0530,Sheldon Cooper,Tech,Slack,5,50
4632,2023-03-01 13:16:34 +0530,Amy Farrah Fowler,Tech,Appolo,3,51
4633,2022-11-19 09:25:48 +0530,Denise,HR,Figma,3,42
4634,2022-09-24 10:59:12 +0530,Priya Koothrappali,Sales,Appolo,4,68
4635,2022-06-01 06:20:54 +0530,Rostenkowski,Tech,Google,2,4
4636,2022-12-19 21:32:33 +0530,Priya Koothrappali,Sales,Notion,4,28
4637,2022-08-01 19:39:24 +0530,Bert Kibbler,Customer Success,Apple,3,60
4638,2023-02-08 00:16:38 +0530,Denise,HR,Circleci,1,9
4639,2022-07-12 02:37:25 +0530,Rostenkowski,Tech,Fullstory,1,11
4640,2022-10-23 23:03:12 +0530,Leslie Winkle,Tech,Height,2,6
4641,2022-06-23 07:25:42 +0530,Denise,HR,Zoho Crm,4,72
4642,2022-11-26 03:08:26 +0530,Barry Kripke,Customer Success,Zapier,2,8
4643,2023-03-26 12:29:20 +0530,Priya Koothrappali,Sales,Github,4,16
4644,2022-12-14 04:34:27 +0530,Rostenkowski,Tech,Appolo,4,68
4645,2022-08-23 12:12:44 +0530,Leslie Winkle,Tech,Circleci,3,27
4646,2022-05-28 22:56:01 +0530,Denise,HR,Outplay,2,24
4647,2022-11-03 09:37:11 +0530,Emily Sweeney,HR,Github,5,20
4648,2023-01-16 07:09:06 +0530,Leslie Winkle,Tech,Zoho Crm,3,54
4649,2022-11-30 08:21:47 +0530,Denise,HR,Circleci,1,9
4650,2023-04-29 09:12:18 +0530,Dr. V.M. Koothrappali,Marketting,Sentry,4,20
4651,2023-05-08 14:45:21 +0530,Amy Farrah Fowler,Tech,Circleci,5,45
4652,2022-09-21 10:20:22 +0530,Barry Kripke,Customer Success,Figma,2,28
4653,2023-01-03 19:30:01 +0530,Barry Kripke,Customer Success,Height,2,6
4654,2022-05-24 09:10:38 +0530,Dr. Beverly Hofstadter,Sales,Github,4,16
4655,2023-04-30 10:39:44 +0530,Sheldon Cooper,Tech,Discord,2,2
4656,2023-02-08 12:12:30 +0530,Wil Wheaton,Marketting,Notion,4,28
4657,2023-05-03 06:43:47 +0530,Sheldon Cooper,Tech,Teams,3,15
4658,2022-10-15 11:13:27 +0530,Amy Farrah Fowler,Tech,Appolo,1,17
4659,2023-02-25 19:02:03 +0530,Sheldon Cooper,Tech,Discord,4,4
4660,2023-04-27 00:21:16 +0530,Barry Kripke,Customer Success,Fullstory,2,22
4661,2023-03-27 04:46:38 +0530,Leslie Winkle,Tech,Google,1,2
4662,2022-07-26 12:02:24 +0530,Denise,HR,Discord,5,5
4663,2023-04-06 22:32:33 +0530,Dr. V.M. Koothrappali,Marketting,Zoho Crm,3,54
4664,2022-12-23 18:54:11 +0530,Priya Koothrappali,Sales,Zoho Crm,2,36
4665,2022-06-10 16:13:39 +0530,Emily Sweeney,HR,Slack,2,20
4666,2022-10-03 05:42:28 +0530,Wil Wheaton,Marketting,Discord,3,3
4667,2022-08-09 23:03:53 +0530,Barry Kripke,Customer Success,Github,4,16
4668,2023-04-28 03:29:12 +0530,Dr. V.M. Koothrappali,Marketting,Apple,4,80
4669,2023-02-16 10:59:29 +0530,Dr. V.M. Koothrappali,Marketting,Zapier,3,12
4670,2022-11-26 03:23:14 +0530,Denise,HR,Teams,5,25
4671,2023-04-13 20:52:32 +0530,Dr. Beverly Hofstadter,Sales,Outplay,1,12
4672,2023-02-13 16:56:18 +0530,Denise,HR,Google,2,4
4673,2023-01-25 18:50:05 +0530,Rostenkowski,Tech,Google,4,8
4674,2022-06-01 16:47:34 +0530,Dr. V.M. Koothrappali,Marketting,Height,4,12
4675,2022-10-05 04:31:44 +0530,Dr. Beverly Hofstadter,Sales,Zoho Crm,5,90
4676,2022-05-18 12:49:47 +0530,Priya Koothrappali,Sales,Discord,5,5
4677,2023-01-14 18:12:48 +0530,Sheldon Cooper,Tech,Google,5,10
4678,2022-10-01 10:02:17 +0530,Dr. V.M. Koothrappali,Marketting,Discord,4,4
4679,2023-04-22 04:52:09 +0530,Dr. V.M. Koothrappali,Marketting,Zapier,5,20
4680,2022-11-07 14:44:07 +0530,Amy Farrah Fowler,Tech,Github,1,4
4681,2022-07-16 17:57:14 +0530,Priya Koothrappali,Sales,Circleci,3,27
4682,2022-08-17 23:14:49 +0530,Bert Kibbler,Customer Success,Notion,1,7
4683,2023-02-23 21:01:04 +0530,Leonard Hofstadter,Tech,Slack,1,10
4684,2023-02-27 03:34:33 +0530,Sheldon Cooper,Tech,Slack,2,20
4685,2022-06-18 07:57:04 +0530,Emily Sweeney,HR,Notion,2,14
4686,2022-10-10 10:44:06 +0530,Rostenkowski,Tech,Zoho Crm,4,72
4687,2022-10-31 00:35:51 +0530,Emily Sweeney,HR,Sentry,5,25
4688,2022-12-15 15:08:00 +0530,Sheldon Cooper,Tech,Github,3,12
4689,2022-09-07 16:56:53 +0530,Bert Kibbler,Customer Success,Outplay,4,48
4690,2022-08-03 05:20:29 +0530,Bert Kibbler,Customer Success,Github,1,4
4691,2023-02-07 06:28:37 +0530,Priya Koothrappali,Sales,Google,4,8
4692,2023-04-25 11:31:48 +0530,Emily Sweeney,HR,Notion,3,21
4693,2023-01-09 20:41:53 +0530,Amy Farrah Fowler,Tech,Outplay,2,24
4694,2022-12-06 00:20:58 +0530,Rostenkowski,Tech,Notion,5,35
4695,2022-06-23 22:55:40 +0530,Dr. Beverly Hofstadter,Sales,Teams,4,20
4696,2022-09-13 21:12:19 +0530,Emily Sweeney,HR,Circleci,5,45
4697,2022-08-08 00:25:52 +0530,Dr. Beverly Hofstadter,Sales,Appolo,2,34
4698,2022-06-25 22:30:24 +0530,Bert Kibbler,Customer Success,Github,4,16
4699,2023-02-05 05:24:19 +0530,Bert Kibbler,Customer Success,Notion,5,35
4700,2023-01-06 21:32:05 +0530,Bert Kibbler,Customer Success,Github,2,8
4701,2022-09-08 01:49:56 +0530,Rostenkowski,Tech,Zapier,3,12
4702,2023-04-10 13:09:28 +0530,Amy Farrah Fowler,Tech,Discord,5,5
4703,2022-10-21 13:28:21 +0530,Emily Sweeney,HR,Github,1,4
4704,2023-02-08 09:15:55 +0530,Amy Farrah Fowler,Tech,Teams,1,5
4705,2023-01-19 09:16:03 +0530,Dr. V.M. Koothrappali,Marketting,Zoho Crm,4,72
4706,2022-12-31 17:46:07 +0530,Amy Farrah Fowler,Tech,Slack,1,10
4707,2022-12-15 18:13:00 +0530,Amy Farrah Fowler,Tech,Notion,2,14
4708,2022-07-16 02:00:34 +0530,Leslie Winkle,Tech,Outplay,5,60
4709,2022-08-07 16:26:04 +0530,Dr. V.M. Koothrappali,Marketting,Slack,5,50
4710,2022-09-19 11:16:51 +0530,Emily Sweeney,HR,Height,4,12
4711,2022-10-19 13:36:07 +0530,Emily Sweeney,HR,Teams,3,15
4712,2022-12-08 23:05:40 +0530,Priya Koothrappali,Sales,Zoho Crm,3,54
4713,2022-10-11 19:06:07 +0530,Priya Koothrappali,Sales,Circleci,3,27
4714,2022-07-31 03:28:15 +0530,Priya Koothrappali,Sales,Google,2,4
4715,2022-10-28 08:52:34 +0530,Emily Sweeney,HR,Zoho Crm,3,54
4716,2023-01-06 13:50:00 +0530,Emily Sweeney,HR,Notion,5,35
4717,2022-10-24 03:04:06 +0530,Dr. V.M. Koothrappali,Marketting,Height,1,3
4718,2022-10-25 03:00:48 +0530,Leslie Winkle,Tech,Github,1,4
4719,2022-10-04 17:01:51 +0530,Dr. V.M. Koothrappali,Marketting,Zoho Crm,5,90
4720,2022-05-24 21:57:28 +0530,Bert Kibbler,Customer Success,Fullstory,3,33
4721,2022-09-23 09:53:22 +0530,Barry Kripke,Customer Success,Slack,4,40
4722,2023-01-28 08:28:58 +0530,Sheldon Cooper,Tech,Fullstory,1,11
4723,2023-04-13 19:17:53 +0530,Wil Wheaton,Marketting,Fullstory,3,33
4724,2022-07-13 04:22:50 +0530,Barry Kripke,Customer Success,Discord,5,5
4725,2023-02-03 15:08:00 +0530,Amy Farrah Fowler,Tech,Appolo,2,34
4726,2022-12-30 03:28:00 +0530,Dr. V.M. Koothrappali,Marketting,Zoho Crm,4,72
4727,2022-09-02 04:35:31 +0530,Wil Wheaton,Marketting,Appolo,2,34
4728,2022-12-17 11:31:19 +0530,Rostenkowski,Tech,Google,4,8
4729,2022-05-23 23:38:10 +0530,Leonard Hofstadter,Tech,Zapier,5,20
4730,2023-04-14 18:02:00 +0530,Dr. Beverly Hofstadter,Sales,Google,4,8
4731,2022-12-02 02:25:31 +0530,Leslie Winkle,Tech,Circleci,1,9
4732,2022-09-19 12:10:10 +0530,Leslie Winkle,Tech,Sentry,4,20
4733,2022-09-10 11:18:10 +0530,Dr. Beverly Hofstadter,Sales,Zoho Crm,2,36
4734,2023-03-08 21:18:17 +0530,Barry Kripke,Customer Success,Zoho Crm,5,90
4735,2022-05-19 03:58:33 +0530,Wil Wheaton,Marketting,Height,3,9
4736,2023-03-08 22:23:53 +0530,Barry Kripke,Customer Success,Figma,1,14
4737,2023-04-05 05:46:09 +0530,Barry Kripke,Customer Success,Appolo,2,34
4738,2022-07-01 02:36:05 +0530,Barry Kripke,Customer Success,Appolo,2,34
4739,2023-04-24 20:16:40 +0530,Rostenkowski,Tech,Zoho Crm,2,36
4740,2022-08-18 08:07:16 +0530,Amy Farrah Fowler,Tech,Discord,3,3
4741,2022-07-13 06:13:57 +0530,Priya Koothrappali,Sales,Github,4,16
4742,2023-01-10 17:50:16 +0530,Bert Kibbler,Customer Success,Appolo,5,85
4743,2022-12-13 01:57:05 +0530,Wil Wheaton,Marketting,Height,3,9
4744,2023-03-22 12:20:42 +0530,Sheldon Cooper,Tech,Fullstory,1,11
4745,2023-02-13 01:25:10 +0530,Leonard Hofstadter,Tech,Github,5,20
4746,2022-10-25 21:35:09 +0530,Leslie Winkle,Tech,Outplay,2,24
4747,2022-09-19 08:42:35 +0530,Emily Sweeney,HR,Fullstory,5,55
4748,2022-12-05 15:55:24 +0530,Bert Kibbler,Customer Success,Github,2,8
4749,2022-10-15 19:28:05 +0530,Dr. Beverly Hofstadter,Sales,Zoho Crm,5,90
4750,2022-10-22 12:51:54 +0530,Dr. Beverly Hofstadter,Sales,Circleci,1,9
4751,2022-05-28 17:51:20 +0530,Priya Koothrappali,Sales,Fullstory,2,22
4752,2022-08-05 06:20:39 +0530,Barry Kripke,Customer Success,Zapier,5,20
4753,2022-06-06 17:33:56 +0530,Priya Koothrappali,Sales,Outplay,2,24
4754,2022-12-02 02:24:08 +0530,Wil Wheaton,Marketting,Sentry,3,15
4755,2023-02-10 16:54:09 +0530,Emily Sweeney,HR,Figma,3,42
4756,2023-04-20 02:48:20 +0530,Wil Wheaton,Marketting,Slack,3,30
4757,2022-05-23 14:39:33 +0530,Bert Kibbler,Customer Success,Teams,5,25
4758,2022-05-28 23:33:39 +0530,Bert Kibbler,Customer Success,Zoho Crm,4,72
4759,2022-08-02 12:37:00 +0530,Barry Kripke,Customer Success,Outplay,2,24
4760,2022-11-28 22:25:56 +0530,Dr. V.M. Koothrappali,Marketting,Google,3,6
4761,2023-05-08 09:28:16 +0530,Leonard Hofstadter,Tech,Github,1,4
4762,2023-01-09 05:26:37 +0530,Priya Koothrappali,Sales,Circleci,1,9
4763,2022-12-05 22:53:44 +0530,Barry Kripke,Customer Success,Circleci,3,27
4764,2022-12-08 13:13:56 +0530,Wil Wheaton,Marketting,Teams,3,15
4765,2022-11-29 22:21:39 +0530,Rostenkowski,Tech,Google,2,4
4766,2022-10-19 01:45:48 +0530,Barry Kripke,Customer Success,Zapier,4,16
4767,2023-03-19 08:31:31 +0530,Emily Sweeney,HR,Slack,4,40
4768,2023-01-11 01:09:22 +0530,Wil Wheaton,Marketting,Circleci,2,18
4769,2022-08-02 01:42:29 +0530,Leslie Winkle,Tech,Fullstory,2,22
4770,2023-03-27 22:24:44 +0530,Bert Kibbler,Customer Success,Github,2,8
4771,2022-05-13 13:30:47 +0530,Denise,HR,Notion,3,21
4772,2023-04-25 05:10:09 +0530,Emily Sweeney,HR,Github,1,4
4773,2022-08-29 14:26:53 +0530,Rostenkowski,Tech,Sentry,2,10
4774,2022-05-15 00:11:09 +0530,Bert Kibbler,Customer Success,Figma,2,28
4775,2022-10-26 23:34:17 +0530,Wil Wheaton,Marketting,Teams,3,15
4776,2022-05-22 02:17:21 +0530,Amy Farrah Fowler,Tech,Discord,1,1
4777,2022-12-24 22:19:03 +0530,Leslie Winkle,Tech,Notion,3,21
4778,2022-12-28 06:57:11 +0530,Emily Sweeney,HR,Fullstory,5,55
4779,2022-06-26 11:27:42 +0530,Rostenkowski,Tech,Teams,4,20
4780,2022-09-15 06:46:29 +0530,Bert Kibbler,Customer Success,Appolo,3,51
4781,2022-09-21 21:38:31 +0530,Emily Sweeney,HR,Apple,3,60
4782,2022-06-06 07:27:14 +0530,Emily Sweeney,HR,Google,4,8
4783,2022-08-18 06:05:00 +0530,Amy Farrah Fowler,Tech,Appolo,4,68
4784,2022-11-02 22:49:07 +0530,Sheldon Cooper,Tech,Teams,5,25
4785,2022-06-01 15:47:57 +0530,Sheldon Cooper,Tech,Apple,4,80
4786,2022-06-07 05:00:59 +0530,Sheldon Cooper,Tech,Zapier,4,16
4787,2022-07-02 01:23:11 +0530,Dr. V.M. Koothrappali,Marketting,Figma,4,56
4788,2023-04-27 21:37:34 +0530,Bert Kibbler,Customer Success,Google,1,2
4789,2022-06-25 09:42:01 +0530,Bert Kibbler,Customer Success,Appolo,4,68
4790,2022-08-02 22:42:54 +0530,Priya Koothrappali,Sales,Google,3,6
4791,2023-04-18 23:23:33 +0530,Wil Wheaton,Marketting,Outplay,2,24
4792,2023-03-17 22:42:08 +0530,Dr. V.M. Koothrappali,Marketting,Zapier,2,8
4793,2022-12-04 09:59:08 +0530,Bert Kibbler,Customer Success,Circleci,1,9
4794,2023-03-02 10:59:16 +0530,Sheldon Cooper,Tech,Sentry,2,10
4795,2022-07-21 23:36:47 +0530,Priya Koothrappali,Sales,Appolo,5,85
4796,2023-01-13 18:03:55 +0530,Denise,HR,Slack,2,20
4797,2023-02-28 10:50:07 +0530,Barry Kripke,Customer Success,Outplay,4,48
4798,2023-04-22 12:23:26 +0530,Priya Koothrappali,Sales,Sentry,5,25
4799,2022-07-29 10:09:47 +0530,Barry Kripke,Customer Success,Slack,3,30
4800,2022-11-30 21:04:27 +0530,Amy Farrah Fowler,Tech,Teams,5,25
4801,2022-05-17 04:07:03 +0530,Leslie Winkle,Tech,Slack,5,50
4802,2022-06-23 14:04:39 +0530,Rostenkowski,Tech,Height,5,15
4803,2022-07-19 11:50:54 +0530,Denise,HR,Zoho Crm,2,36
4804,2023-04-04 03:19:50 +0530,Barry Kripke,Customer Success,Sentry,2,10
4805,2022-11-26 02:09:30 +0530,Dr. Beverly Hofstadter,Sales,Figma,1,14
4806,2022-09-28 06:11:17 +0530,Dr. Beverly Hofstadter,Sales,Sentry,2,10
4807,2023-01-27 16:57:52 +0530,Bert Kibbler,Customer Success,Sentry,2,10
4808,2023-03-11 21:51:58 +0530,Rostenkowski,Tech,Github,5,20
4809,2023-03-18 17:14:12 +0530,Amy Farrah Fowler,Tech,Fullstory,4,44
4810,2023-02-21 03:21:06 +0530,Priya Koothrappali,Sales,Figma,3,42
4811,2022-07-04 06:43:59 +0530,Sheldon Cooper,Tech,Discord,3,3
4812,2023-04-06 12:56:15 +0530,Bert Kibbler,Customer Success,Discord,5,5
4813,2022-11-30 05:23:35 +0530,Denise,HR,Outplay,1,12
4814,2023-03-16 15:06:36 +0530,Wil Wheaton,Marketting,Notion,5,35
4815,2022-12-05 15:41:55 +0530,Emily Sweeney,HR,Notion,3,21
4816,2022-12-07 16:13:30 +0530,Emily Sweeney,HR,Teams,4,20
4817,2022-09-08 16:26:30 +0530,Bert Kibbler,Customer Success,Discord,2,2
4818,2022-09-10 10:01:24 +0530,Denise,HR,Height,2,6
4819,2022-07-09 22:16:55 +0530,Leslie Winkle,Tech,Google,4,8
4820,2023-04-02 11:12:24 +0530,Bert Kibbler,Customer Success,Figma,1,14
4821,2023-03-29 06:40:41 +0530,Leonard Hofstadter,Tech,Fullstory,2,22
4822,2023-02-23 00:06:13 +0530,Wil Wheaton,Marketting,Teams,2,10
4823,2023-04-11 14:58:39 +0530,Leslie Winkle,Tech,Circleci,4,36
4824,2022-05-20 00:40:15 +0530,Emily Sweeney,HR,Circleci,3,27
4825,2022-10-22 13:51:30 +0530,Leonard Hofstadter,Tech,Outplay,3,36
4826,2022-09-10 03:33:20 +0530,Leonard Hofstadter,Tech,Zoho Crm,4,72
4827,2023-03-16 15:54:45 +0530,Priya Koothrappali,Sales,Zapier,3,12
4828,2022-10-11 09:15:00 +0530,Leslie Winkle,Tech,Fullstory,4,44
4829,2022-05-21 01:53:33 +0530,Sheldon Cooper,Tech,Outplay,5,60
4830,2022-10-08 19:46:57 +0530,Emily Sweeney,HR,Discord,4,4
4831,2023-01-25 18:53:48 +0530,Priya Koothrappali,Sales,Appolo,2,34
4832,2023-04-18 19:31:22 +0530,Priya Koothrappali,Sales,Figma,5,70
4833,2022-08-17 15:54:45 +0530,Rostenkowski,Tech,Notion,2,14
4834,2022-11-02 22:01:20 +0530,Sheldon Cooper,Tech,Height,2,6
4835,2022-07-13 09:01:03 +0530,Sheldon Cooper,Tech,Teams,1,5
4836,2022-12-06 04:40:11 +0530,Wil Wheaton,Marketting,Circleci,5,45
4837,2022-05-26 00:55:01 +0530,Leslie Winkle,Tech,Apple,1,20
4838,2022-10-19 05:08:07 +0530,Rostenkowski,Tech,Zapier,2,8
4839,2023-01-02 16:36:46 +0530,Emily Sweeney,HR,Zapier,2,8
4840,2022-08-07 23:06:43 +0530,Priya Koothrappali,Sales,Circleci,5,45
4841,2022-12-14 14:03:36 +0530,Emily Sweeney,HR,Github,3,12
4842,2022-10-03 17:55:38 +0530,Dr. V.M. Koothrappali,Marketting,Github,2,8
4843,2023-02-09 17:57:54 +0530,Sheldon Cooper,Tech,Zoho Crm,2,36
4844,2023-02-10 06:44:01 +0530,Rostenkowski,Tech,Discord,4,4
4845,2023-04-07 02:48:06 +0530,Sheldon Cooper,Tech,Figma,1,14
4846,2022-12-21 04:18:46 +0530,Barry Kripke,Customer Success,Circleci,1,9
4847,2023-01-20 08:59:08 +0530,Priya Koothrappali,Sales,Slack,5,50
4848,2022-08-12 00:36:41 +0530,Rostenkowski,Tech,Height,5,15
4849,2023-04-03 06:42:36 +0530,Leonard Hofstadter,Tech,Sentry,1,5
4850,2022-10-28 07:38:15 +0530,Barry Kripke,Customer Success,Zoho Crm,1,18
4851,2022-09-18 01:10:37 +0530,Amy Farrah Fowler,Tech,Github,4,16
4852,2023-03-29 14:32:57 +0530,Dr. V.M. Koothrappali,Marketting,Discord,4,4
